"","station","year","month","po4f","nh4f","no2f","no3f","no23f","chla_n","po4f_cens","nh4f_cens","no2f_cens","no3f_cens","no23f_cens","chla_n_cens"
"24531","soschnut",2020,9,NA,NA,NA,NA,NA,4.04666666666667,NA,NA,NA,NA,NA,0
"24532","soschnut",2020,10,0.0431,0.0474833333333333,0.00503333333333333,0.1745,0.179566666666667,1.32666666666667,0,0,0,0,0,0
"24533","soschnut",2020,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24534","soschnut",2020,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24535","soschnut",2021,1,0.0319166666666667,0.0261833333333333,0.00648,0.1715,0.17798,NA,0,0,0,0,0,NA
"24536","soschnut",2021,2,0.0278,0.0317666666666667,0.00308333333333333,0.189066666666667,0.19215,1.69,0,0,0,0,0,0
"24537","soschnut",2021,3,0.0206333333333333,0.0189,0.00235,0.10452,0.109716666666667,3.40166666666667,0,0,1,0,0,0
"24538","soschnut",2021,4,NA,NA,NA,NA,NA,5.58666666666667,NA,NA,NA,NA,NA,0
"24539","soschnut",2021,5,0.0263333333333333,0.0319,0.00276666666666667,0.0376666666666667,0.0404333333333333,13.0316666666667,0,0,0,0,0,0
"24540","soschnut",2021,6,NA,NA,NA,NA,NA,3.56,NA,NA,NA,NA,NA,0
"24541","soschnut",2021,7,0.04325,0.0257666666666667,0.00596666666666667,0.1308,0.136766666666667,2.52333333333333,0,0,0,0,0,0
"24542","soschnut",2021,8,NA,NA,NA,NA,NA,2.86,NA,NA,NA,NA,NA,0
"24543","soschnut",2021,9,NA,NA,NA,NA,NA,3.92166666666667,NA,NA,NA,NA,NA,0
"24544","soschnut",2021,10,0.0332333333333333,0.0445666666666667,0.00433333333333333,0.0790833333333333,0.0834166666666667,2.765,0,0,0,0,0,0
"24545","soschnut",2021,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24546","soschnut",2021,12,NA,NA,NA,NA,NA,1.42333333333333,NA,NA,NA,NA,NA,0
"24547","soschnut",2022,1,0.0342333333333333,0.0266833333333333,0.005,0.176183333333333,0.181183333333333,1.34,0,0,0,0,0,0
"24548","soschnut",2022,3,0.0207666666666667,0.0217909090909091,0.00234166666666667,0.0654090909090909,0.0662166666666667,7.98333333333333,0,0,0,0,0,0
"24549","soschnut",2022,4,0.0177166666666667,0.0309,0.00155,0.0286666666666667,0.0302166666666667,NA,0,0,0,0,0,NA
"24550","soschnut",2022,5,NA,NA,NA,NA,NA,5.085,NA,NA,NA,NA,NA,0
"24551","soschnut",2022,6,0.0193,0.01045,0.00148333333333333,0.01545,0.0169333333333333,7.24166666666667,0,0,0,0,0,0
"24552","soschnut",2022,7,NA,NA,NA,NA,NA,10.6333333333333,NA,NA,NA,NA,NA,0
"24553","soschnut",2022,8,NA,NA,NA,NA,NA,2.506,NA,NA,NA,NA,NA,0
"24554","soschnut",2022,9,0.0373166666666667,0.0468833333333333,0.00586666666666667,0.1055,0.111366666666667,3.34833333333333,0,0,0,0,0,0
"24555","soschnut",2022,10,NA,NA,NA,NA,NA,8.34666666666667,NA,NA,NA,NA,NA,0
"24556","soschnut",2022,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24557","soschnut",2022,12,0.0294333333333333,0.0223333333333333,0.00433333333333333,0.1183,0.122633333333333,1.75,0,0,0,0,0,0
"24558","soscsnut",2002,11,0.03379,0.12913,0.00703,NA,0.09131,1.856,0,0,0,NA,0,0
"24559","soscsnut",2003,1,0.0271333333333333,0.0860222222222222,0.00842222222222222,NA,0.273622222222222,0.887777777777778,0,0,0,NA,0,0
"24560","soscsnut",2003,4,0.0170818181818182,0.0297363636363636,0.00218181818181818,0.0546,0.0567818181818182,1.55545454545455,0,0,0,0,0,0
"24561","soscsnut",2003,7,NA,NA,NA,NA,NA,2.37727272727273,NA,NA,NA,NA,NA,0
"24562","sosvanut",2002,6,0.0378333333333333,0.0321,0.00186666666666667,0.0143666666666667,0.0162333333333333,3.40666666666667,0,0,0,0,0,0
"24563","sosvanut",2002,7,0.0548,0.0536666666666667,0.0042,0.0541333333333333,0.0583333333333333,2.29333333333333,0,0,0,0,0,0
"24564","sosvanut",2002,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24565","sosvanut",2002,9,0.0576,0.0867,0.00556666666666667,0.00393333333333333,0.0095,NA,0,0,0,0,0,NA
"24566","sosvanut",2002,10,0.0548333333333333,0.0823666666666667,0.00703333333333333,0.106066666666667,0.1131,2.03,0,0,0,0,0,0
"24567","sosvanut",2002,11,0.037,0.211066666666667,0.0112,NA,0.113333333333333,1.55,0,0,0,NA,0,0
"24568","sosvanut",2003,1,0.0178666666666667,0.0995,0.0067,NA,0.389433333333333,1.49333333333333,0,0,0,NA,0,0
"24569","sosvanut",2003,2,0.0242666666666667,0.0522,0.00346666666666667,NA,0.182766666666667,2.27,0,0,0,NA,0,0
"24570","sosvanut",2003,3,0.0198,0.0498666666666667,0.00323333333333333,NA,0.163233333333333,2.1,0,0,0,NA,0,0
"24571","sosvanut",2003,4,0.00936666666666667,0.0166,0.0018,0.0832666666666667,0.0850666666666667,4.7,0,0,0,0,0,0
"24572","sosvanut",2003,5,0.0188,0.0223,0.001,NA,0.0021,6.37666666666667,0,0,0,NA,1,0
"24573","sosvanut",2003,6,NA,NA,NA,NA,NA,3.41666666666667,NA,NA,NA,NA,NA,0
"24574","sosvanut",2003,7,NA,NA,NA,NA,NA,2.69,NA,NA,NA,NA,NA,0
"24575","sosvanut",2003,8,NA,NA,NA,NA,NA,2.63,NA,NA,NA,NA,NA,0
"24576","sosvanut",2003,9,NA,NA,NA,NA,NA,1.36666666666667,NA,NA,NA,NA,NA,0
"24577","sosvanut",2003,10,0.0455333333333333,0.0910666666666667,0.0076,0.0550333333333333,0.0626333333333333,2.87,0,0,0,0,0,0
"24578","sosvanut",2003,11,NA,NA,NA,NA,NA,1.72,NA,NA,NA,NA,NA,0
"24579","sosvanut",2003,12,NA,NA,NA,NA,NA,1.65,NA,NA,NA,NA,NA,0
"24580","sosvanut",2004,1,0.0218,0.0523,0.0057,NA,0.291966666666667,2.33333333333333,0,0,0,NA,0,0
"24581","sosvanut",2004,2,0.0153333333333333,0.0308333333333333,0.00226666666666667,NA,0.249033333333333,1.40666666666667,0,0,0,NA,0,0
"24582","sosvanut",2004,3,0.01815,0.01855,0.00215,0.11505,0.1172,3.695,0,0,0,0,0,0
"24583","sosvanut",2004,4,NA,NA,NA,NA,NA,2.17,NA,NA,NA,NA,NA,0
"24584","sosvanut",2004,5,NA,NA,NA,NA,NA,10.31,NA,NA,NA,NA,NA,0
"24585","sosvanut",2004,6,NA,NA,NA,NA,NA,6.02666666666667,NA,NA,NA,NA,NA,0
"24586","sosvanut",2004,7,NA,NA,NA,NA,NA,4.25666666666667,NA,NA,NA,NA,NA,0
"24587","sosvanut",2004,8,NA,NA,NA,NA,NA,3.07166666666667,NA,NA,NA,NA,NA,0
"24588","sosvanut",2004,9,NA,NA,NA,NA,NA,2.79833333333333,NA,NA,NA,NA,NA,0
"24589","sosvanut",2004,10,NA,NA,NA,NA,NA,5.075,NA,NA,NA,NA,NA,0
"24590","sosvanut",2004,11,NA,NA,NA,NA,NA,2.07833333333333,NA,NA,NA,NA,NA,0
"24591","sosvanut",2004,12,NA,NA,NA,NA,NA,2.69333333333333,NA,NA,NA,NA,NA,0
"24592","sosvanut",2005,1,NA,NA,NA,NA,NA,1.79333333333333,NA,NA,NA,NA,NA,0
"24593","sosvanut",2005,2,0.0225,0.0360666666666667,0.00333333333333333,NA,0.1373,1.49666666666667,0,0,0,NA,0,0
"24594","sosvanut",2005,3,NA,NA,NA,0.0574333333333333,NA,2.12333333333333,NA,NA,NA,0,NA,0
"24595","sosvanut",2005,4,NA,NA,NA,0.276933333333333,NA,2.85333333333333,NA,NA,NA,0,NA,0
"24596","sosvanut",2005,5,0.0132333333333333,0.0195,0.00123333333333333,0.0301,0.0313333333333333,11.9333333333333,0,0,0,0,0,0
"24597","sosvanut",2005,6,NA,NA,NA,NA,NA,3.67666666666667,NA,NA,NA,NA,NA,0
"24598","sosvanut",2005,7,0.0359,0.0258333333333333,0.00316666666666667,0.0340666666666667,0.0372333333333333,7.83,0,0,0,0,0,0
"24599","sosvanut",2005,8,NA,NA,NA,NA,NA,2.28,NA,NA,NA,NA,NA,0
"24600","sosvanut",2005,9,0.0516333333333333,0.0930666666666667,0.00553333333333333,0.1039,0.109433333333333,1.53666666666667,0,0,0,0,0,0
"24601","sosvanut",2005,10,0.0424666666666667,0.0812666666666667,0.00563333333333333,NA,0.124466666666667,2.38666666666667,0,0,0,NA,0,0
"24602","sosvanut",2005,11,0.0249333333333333,0.0101,0.00556666666666667,NA,0.3564,1.58666666666667,0,0,0,NA,0,0
"24603","sosvanut",2005,12,0.0289666666666667,0.0519,0.00473333333333333,0.3872,0.391933333333333,1.38,0,0,0,0,0,0
"24604","sosvanut",2006,1,0.0135666666666667,0.0547333333333333,0.0026,NA,0.476133333333333,3.51333333333333,0,0,0,NA,0,0
"24605","sosvanut",2006,2,NA,NA,NA,NA,NA,1.18,NA,NA,NA,NA,NA,0
"24606","sosvanut",2006,3,NA,NA,NA,NA,NA,4.61333333333333,NA,NA,NA,NA,NA,0
"24607","sosvanut",2006,4,0.00803333333333333,0.0093,0.0012,NA,0.1122,14.0433333333333,0,0,0,NA,0,0
"24608","sosvanut",2006,5,NA,NA,NA,NA,NA,10.7033333333333,NA,NA,NA,NA,NA,0
"24609","sosvanut",2006,6,NA,NA,NA,NA,NA,6.92,NA,NA,NA,NA,NA,0
"24610","sosvanut",2006,7,NA,NA,NA,NA,NA,17.47,NA,NA,NA,NA,NA,0
"24611","sosvanut",2006,8,NA,NA,NA,NA,NA,3.49666666666667,NA,NA,NA,NA,NA,0
"24612","sosvanut",2006,9,NA,NA,NA,NA,NA,3.34,NA,NA,NA,NA,NA,0
"24613","sosvanut",2006,10,NA,NA,NA,NA,NA,1.08333333333333,NA,NA,NA,NA,NA,0
"24614","sosvanut",2006,11,0.0318,0.1226,0.0077,NA,0.404666666666667,2.14,0,0,0,NA,0,0
"24615","sosvanut",2006,12,NA,NA,NA,NA,NA,7.49333333333333,NA,NA,NA,NA,NA,0
"24616","sosvanut",2007,1,0.0267333333333333,0.0431166666666667,0.0029,0.137233333333333,0.140133333333333,0.961666666666667,0,0,0,0,0,0
"24617","sosvanut",2007,2,0.02195,0.0294833333333333,0.00246666666666667,0.0909833333333333,0.09345,2.47666666666667,0,0,0,0,0,0
"24618","sosvanut",2007,3,0.01965,0.0298333333333333,0.00208333333333333,0.0821166666666667,0.0842,5.08,0,0,0,0,0,0
"24619","sosvanut",2007,4,0.01785,0.0279166666666667,0.0012,0.0379333333333333,0.0391333333333333,5.21333333333333,0,0,0,0,0,0
"24620","sosvanut",2007,5,0.0207833333333333,0.0276833333333333,9e-04,0.01435,0.01525,5.88166666666667,0,0,0,0,0,0
"24621","sosvanut",2007,6,0.0402833333333333,0.00805,0.00266666666666667,0.13054,0.11145,NA,1,1,1,0,0,NA
"24622","sosvanut",2007,7,0.0261666666666667,0.0135833333333333,0.00268333333333333,0.0268333333333333,0.0295166666666667,5.42666666666667,0,0,0,0,0,0
"24623","sosvanut",2007,8,0.0627833333333333,0.0556333333333333,0.00778333333333333,0.128283333333333,0.136066666666667,2.98333333333333,0,0,0,0,0,0
"24624","sosvanut",2007,9,0.0569666666666667,0.04252,0.00633333333333333,0.15515,0.161483333333333,2.06,0,0,0,0,0,0
"24625","sosvanut",2007,10,0.0485166666666667,0.0511333333333333,0.00666666666666667,0.232683333333333,0.23935,0.281666666666667,0,0,0,0,0,0
"24626","sosvanut",2007,11,0.04345,0.0422166666666667,0.00611666666666667,0.278533333333333,0.28465,0.188333333333333,0,0,0,0,0,1
"24627","sosvanut",2007,12,0.0244666666666667,0.0348,0.00388333333333333,0.34575,0.349633333333333,2.03666666666667,0,0,0,0,0,0
"24628","sosvanut",2008,1,0.0363333333333333,0.048,0.005,0.25,0.255166666666667,0.581666666666667,0,0,0,0,0,0
"24629","sosvanut",2008,2,0.0371666666666667,0.0225,0.003,0.229666666666667,0.232666666666667,0.578333333333333,0,0,0,0,0,0
"24630","sosvanut",2008,3,0.0233333333333333,0.033,0.0025,0.137166666666667,0.14,1.20833333333333,0,0,0,0,0,0
"24631","sosvanut",2008,4,0.0145,0.00883333333333333,0.0015,0.0278333333333333,0.0288333333333333,4.79333333333333,0,0,0,0,0,0
"24632","sosvanut",2008,5,0.024,0.0196666666666667,0.0015,0.00583333333333333,0.00783333333333333,4.91166666666667,0,0,0,0,0,0
"24633","sosvanut",2008,6,0.0351666666666667,0.00766666666666667,0.003,0.09175,0.0648666666666667,8.12666666666667,0,0,0,0,1,0
"24634","sosvanut",2008,7,0.0503333333333333,0.0286666666666667,0.0045,0.101333333333333,0.106,10.4116666666667,0,0,0,0,0,0
"24635","sosvanut",2008,8,0.0481666666666667,0.056,0.006,0.0951666666666667,0.101,5.10166666666667,0,0,0,0,0,0
"24636","sosvanut",2008,9,0.0591666666666667,0.0575,0.00483333333333333,0.103166666666667,0.107833333333333,1.89833333333333,0,0,0,0,0,0
"24637","sosvanut",2008,10,0.051,0.0486666666666667,0.00483333333333333,0.193333333333333,0.198,1.89333333333333,0,0,0,0,0,0
"24638","sosvanut",2008,11,0.0353333333333333,0.0645,0.005,0.0948333333333333,0.0998333333333333,1.475,0,0,0,0,0,0
"24639","sosvanut",2008,12,0.0385,0.0476666666666667,0.0055,0.135333333333333,0.140666666666667,2.105,0,0,0,0,0,0
"24640","sosvanut",2009,1,0.031,0.0183333333333333,0.003,0.182833333333333,0.185833333333333,0.948333333333333,0,0,0,0,0,0
"24641","sosvanut",2009,2,0.0333333333333333,0.0215,0.00316666666666667,0.160166666666667,0.163333333333333,2.955,0,0,0,0,0,0
"24642","sosvanut",2009,3,0.0171666666666667,0.017,0.0025,0.123166666666667,0.125666666666667,2.94,0,0,0,0,0,0
"24643","sosvanut",2009,4,0.024,0.00416666666666667,0.0017,0.1295,0.0916666666666667,7.91833333333333,0,0,1,0,0,0
"24644","sosvanut",2009,5,0.0393333333333333,0.0262833333333333,0.00316666666666667,0.1375,0.140666666666667,2.42333333333333,0,1,0,0,0,0
"24645","sosvanut",2009,6,0.0418333333333333,0.0405,0.003,0.079,0.082,3.36666666666667,0,0,0,0,0,0
"24646","sosvanut",2009,7,0.0443333333333333,0.0388333333333333,0.003,0.0236666666666667,0.0266666666666667,2.08,0,0,0,0,0,0
"24647","sosvanut",2009,8,0.0468333333333333,0.058,0.002,0.0138333333333333,0.0158333333333333,2.29833333333333,0,0,0,0,0,0
"24648","sosvanut",2009,9,0.0608333333333333,0.0603333333333333,0.006,0.114666666666667,0.120666666666667,1.14166666666667,0,0,0,0,0,0
"24649","sosvanut",2009,10,0.0495,0.1295,0.008,0.0723333333333333,0.0803333333333333,1.64833333333333,0,0,0,0,0,0
"24650","sosvanut",2009,12,0.0275,0.0728333333333333,0.00616666666666667,0.1875,0.193666666666667,0.948333333333333,0,0,0,0,0,0
"24651","sosvanut",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24652","sosvanut",2010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24653","sosvanut",2010,4,0.0116833333333333,0.0151666666666667,0.00175,0.188833333333333,0.19075,NA,1,0,0,0,0,NA
"24654","sosvanut",2010,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24655","sosvanut",2010,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24656","sosvanut",2010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24657","sosvanut",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24658","sosvanut",2010,10,0.0486666666666667,0.0074,0.0058,0.2378,0.2255,NA,0,0,0,0,0,NA
"24659","sosvanut",2010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24660","sosvanut",2010,12,NA,NA,NA,NA,NA,1.05833333333333,NA,NA,NA,NA,NA,0
"24661","sosvanut",2011,2,0.0170166666666667,0.00996666666666667,0.00431666666666667,0.101066666666667,NA,1.00166666666667,0,1,0,0,NA,0
"24662","sosvanut",2011,3,0.0146166666666667,0.01495,0.002125,0.165683333333333,NA,1.21166666666667,0,0,0,0,NA,0
"24663","sosvanut",2011,4,0.0149666666666667,0.0189166666666667,0.00233333333333333,0.0399333333333333,NA,3.5,0,0,0,0,NA,0
"24664","sosvanut",2011,5,0.0113,0.0366666666666667,8e-04,0.0105666666666667,NA,1.79,0,0,0,0,NA,0
"24665","sosvanut",2011,6,0.01785,0.0146,0.0017,0.0128166666666667,NA,8.52,0,0,0,0,NA,0
"24666","sosvanut",2011,7,0.02435,0.01425,0.0012,0.00323333333333333,NA,3.01833333333333,0,0,0,0,NA,0
"24667","sosvanut",2011,8,0.0414333333333333,0.0297333333333333,0.0043,0.0984666666666667,NA,2.48166666666667,0,0,0,0,NA,0
"24668","sosvanut",2011,9,0.0308333333333333,0.0715833333333333,0.00363333333333333,0.0250333333333333,NA,2.57,0,0,0,0,NA,0
"24669","sosvanut",2011,11,0.0300083333333333,0.0683666666666667,0.00514166666666667,0.163991666666667,NA,1.18333333333333,0,0,0,0,NA,0
"24670","sosvanut",2011,12,0.0414833333333333,0.0231333333333333,0.00428333333333333,0.220566666666667,NA,1.75666666666667,0,1,0,0,NA,0
"24671","sosvanut",2012,1,0.024,0.0666,0.004,0.332333333333333,0.336333333333333,0.513333333333333,0,0,0,0,0,0
"24672","sosvanut",2012,2,0.014,0.0514666666666667,0.00266666666666667,0.223333333333333,0.225666666666667,0.933333333333333,0,0,0,0,0,0
"24673","sosvanut",2012,3,0.0133333333333333,0.0140666666666667,0.002,0.328666666666667,0.331,1.77666666666667,0,0,0,0,0,0
"24674","sosvanut",2012,4,0.012,0.0113666666666667,0.00166666666666667,0.0593333333333333,0.061,2.54,0,0,0,0,0,0
"24675","sosvanut",2012,5,0.0126666666666667,0.0113666666666667,0.000666666666666667,0.012,0.0126666666666667,5.63,0,0,1,1,1,0
"24676","sosvanut",2012,6,0.0186666666666667,0.0127666666666667,0,0.004,0.004,6.56,0,0,1,1,1,0
"24677","sosvanut",2012,7,0.0323333333333333,0.0104666666666667,0.002,0.0103333333333333,0.0123333333333333,2.00333333333333,0,0,0,0,0,0
"24678","sosvanut",2012,8,0.039,0.0234,0.004,0.0386666666666667,0.0423333333333333,1.56333333333333,0,0,0,0,0,0
"24679","sosvanut",2012,9,0.0506666666666667,0.0434333333333333,0.004,0.0476666666666667,0.0516666666666667,2.22,0,0,0,0,0,0
"24680","sosvanut",2012,10,0.037,0.0872333333333333,0.006,0.121,0.127,1.66,0,0,0,0,0,0
"24681","sosvanut",2012,11,0.025,0.0625333333333333,0.005,0.251666666666667,0.256666666666667,1.97,0,0,0,0,0,0
"24682","sosvanut",2012,12,0.0216666666666667,0.0533666666666667,0.004,0.192333333333333,0.196,2.07,0,0,0,0,0,0
"24683","sosvanut",2013,1,0.0220166666666667,0.0274666666666667,0.00281666666666667,0.106983333333333,0.109833333333333,1.68333333333333,0,0,0,0,0,0
"24684","sosvanut",2013,2,0.0239666666666667,0.02945,0.00256666666666667,0.11545,0.118033333333333,1.955,0,0,0,0,0,0
"24685","sosvanut",2013,3,0.01388,0.00282,0.0013,0.0336,0.03286,16.612,0,0,1,1,0,0
"24686","sosvanut",2013,4,0.0297166666666667,0.0134833333333333,0.00261666666666667,0.0434,0.046,NA,0,0,0,0,0,NA
"24687","sosvanut",2013,5,0.0230333333333333,0.0408833333333333,0.00283333333333333,0.0234833333333333,0.0263166666666667,3.735,0,0,0,0,0,0
"24688","sosvanut",2013,6,0.0188833333333333,0.0187333333333333,0.00135,0.0061,0.00745,4.54833333333333,0,0,0,0,0,0
"24689","sosvanut",2013,7,0.0462166666666667,0.04325,0.00178333333333333,0.14765,0.14945,6.52833333333333,0,0,0,0,0,0
"24690","sosvanut",2013,8,0.0575833333333333,0.0510333333333333,0.00778333333333333,0.170966666666667,0.178766666666667,3.51,0,0,0,0,0,0
"24691","sosvanut",2013,9,0.04845,0.0683833333333333,0.0087,0.155066666666667,0.1638,2.62,0,0,0,0,0,0
"24692","sosvanut",2013,10,0.0444333333333333,0.0681666666666667,0.00695,0.181716666666667,0.188666666666667,3.255,0,0,0,0,0,0
"24693","sosvanut",2013,11,0.03202,0.05088,0.00502,0.11306,0.11808,2.574,0,0,0,0,0,0
"24694","sosvanut",2013,12,0.0414166666666667,0.0399,0.0049,0.239666666666667,0.2446,1.228,0,0,0,0,0,0
"24695","sosvanut",2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24696","sosvanut",2014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24697","sosvanut",2014,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24698","sosvanut",2014,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24699","sosvanut",2014,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24700","sosvanut",2014,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24701","sosvanut",2014,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24702","sosvanut",2014,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24703","sosvanut",2014,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24704","sosvanut",2014,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24705","sosvanut",2014,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24706","sosvanut",2015,1,NA,NA,NA,NA,NA,0.772,NA,NA,NA,NA,NA,0
"24707","sosvanut",2015,2,NA,NA,NA,NA,NA,1.845,NA,NA,NA,NA,NA,0
"24708","sosvanut",2015,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24709","sosvanut",2015,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24710","sosvanut",2015,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24711","sosvanut",2015,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24712","sosvanut",2015,7,NA,NA,NA,NA,NA,3.63833333333333,NA,NA,NA,NA,NA,0
"24713","sosvanut",2015,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24714","sosvanut",2015,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24715","sosvanut",2015,10,NA,NA,NA,NA,NA,2.28666666666667,NA,NA,NA,NA,NA,0
"24716","sosvanut",2015,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24717","sosvanut",2015,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24718","sosvanut",2016,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24719","sosvanut",2016,2,0.01965,0.02175,0.00301666666666667,0.0918833333333333,0.0949,NA,0,0,0,0,0,NA
"24720","sosvanut",2016,3,0.0130833333333333,0.0204,0.00261666666666667,0.125616666666667,0.128233333333333,NA,0,0,0,0,0,NA
"24721","sosvanut",2016,4,0.0140333333333333,0.00514,0.00135,0.0117833333333333,0.0131333333333333,8.66,0,1,0,0,0,0
"24722","sosvanut",2016,5,0.02245,0.02878,0.00281666666666667,0.0210666666666667,0.0238833333333333,4.67166666666667,0,0,0,0,0,0
"24723","sosvanut",2016,6,0.03345,0.0460333333333333,0.0042,0.06835,0.07255,9.61833333333333,0,0,0,0,0,0
"24724","sosvanut",2016,7,0.03815,0.03316,0.00448333333333333,0.0728,0.0772833333333333,9.42333333333333,0,0,0,0,0,0
"24725","sosvanut",2016,8,0.0445833333333333,0.0494833333333333,0.00621666666666667,0.127316666666667,0.133533333333333,13.9516666666667,0,0,0,0,0,0
"24726","sosvanut",2016,9,NA,NA,NA,NA,NA,6.48666666666667,NA,NA,NA,NA,NA,0
"24727","sosvanut",2016,10,0.0327,0.0797,0.00603333333333333,0.26735,0.273383333333333,2.92833333333333,0,0,0,0,0,0
"24728","sosvanut",2016,11,0.0152,0.0382333333333333,0.00328333333333333,0.388716666666667,0.392,1.60833333333333,0,0,0,0,0,0
"24729","sosvanut",2016,12,0.02485,0.0269666666666667,0.00528333333333333,0.177416666666667,0.1827,1.96166666666667,0,0,0,0,0,0
"24730","sosvanut",2017,1,0.0193,0.0284333333333333,0.0042,0.2228,0.227,0.993333333333333,0,0,0,0,0,0
"24731","sosvanut",2017,2,0.0182333333333333,0.03885,0.00353333333333333,0.2548,0.258333333333333,0.881666666666667,0,0,0,0,0,0
"24732","sosvanut",2017,3,0.01455,0.0226333333333333,0.0018,0.123616666666667,0.125416666666667,2.34166666666667,0,0,0,0,0,0
"24733","sosvanut",2017,4,0.01685,0.02054,0.00236666666666667,0.0671166666666667,0.0694833333333333,3.23833333333333,0,0,0,0,0,0
"24734","sosvanut",2017,5,0.0261666666666667,0.0226833333333333,0.00311666666666667,0.0989166666666667,0.102033333333333,10.744,0,0,0,0,0,0
"24735","sosvanut",2017,6,0.0165333333333333,0.00645,0.00131666666666667,0.0103,0.0104166666666667,8.2,0,0,0,0,1,0
"24736","sosvanut",2017,7,0.0393,0.0519333333333333,0.00545,0.134666666666667,0.140116666666667,19.085,0,0,0,0,0,0
"24737","sosvanut",2017,8,NA,NA,NA,NA,NA,1.866,NA,NA,NA,NA,NA,0
"24738","sosvanut",2017,9,0.04025,0.07696,0.0069,0.1139,0.1208,3.61666666666667,0,0,0,0,0,0
"24739","sosvanut",2017,10,NA,NA,NA,NA,NA,1.45166666666667,NA,NA,NA,NA,NA,0
"24740","sosvanut",2017,11,0.0323166666666667,0.0502833333333333,0.00536666666666667,0.185433333333333,0.1908,1.93166666666667,0,0,0,0,0,0
"24741","sosvanut",2017,12,NA,NA,NA,NA,NA,1.63166666666667,NA,NA,NA,NA,NA,0
"24742","sosvanut",2018,1,0.0198166666666667,0.0328833333333333,0.00306666666666667,0.1114,0.114466666666667,2.28166666666667,0,0,0,0,0,0
"24743","sosvanut",2018,2,0.0248333333333333,0.028425,0.00476666666666667,0.131,0.135766666666667,2.32833333333333,0,0,0,0,0,0
"24744","sosvanut",2018,3,0.0146166666666667,0.0249333333333333,0.00188333333333333,0.0834166666666667,0.0853,0.921666666666667,0,0,0,0,0,0
"24745","sosvanut",2018,4,0.0217333333333333,0.0160666666666667,0.00298333333333333,0.125283333333333,0.128266666666667,5.23666666666667,0,0,0,0,0,0
"24746","sosvanut",2018,5,0.0259333333333333,0.0403166666666667,0.00278333333333333,0.04585,0.0486333333333333,9.25166666666667,0,0,0,0,0,0
"24747","sosvanut",2018,6,0.03565,0.0297833333333333,0.00475,0.12195,0.1267,6.95333333333333,0,0,0,0,0,0
"24748","sosvanut",2018,7,0.0561833333333333,0.04294,0.00683333333333333,0.214066666666667,0.2209,6.76,0,0,0,0,0,0
"24749","sosvanut",2018,8,0.0548,0.06916,0.00581666666666667,0.177166666666667,0.182983333333333,NA,0,0,0,0,0,NA
"24750","sosvanut",2018,9,NA,NA,NA,NA,NA,3.53166666666667,NA,NA,NA,NA,NA,0
"24751","sosvanut",2018,10,NA,NA,NA,NA,NA,2.385,NA,NA,NA,NA,NA,0
"24752","sosvanut",2018,11,0.0459833333333333,0.0354666666666667,0.00576666666666667,0.20505,0.210816666666667,NA,0,0,0,0,0,NA
